	Year_Birth	Kidhome	Marital_Status	Teenhome	movies	ID
396	1971	1	Married	1	['13076' '25757' '15056' '19354' '168320']	396
397	1984	1	Together	0	['63996' '59455' '121493' '128831' '98250']	397
398	1987	1	Single	0	['36612' '381066' '337107' '71511' '113190']	398
399	1980	1	Together	0	['123389' '3602' '139659' '24070' '210068']	399
400	1956	1	Divorced	1	['127016' '62883' '31004' '36998' '77670']	400
401	1965	0	Together	0	['37050' '11584' '9725' '66984' '238006']	401
402	1974	1	Single	1	['52998' '49013' '359460' '366017' '39773']	402
403	1960	0	Together	0	['394051' '48654' '58129' '289010' '129854']	403
404	1955	1	Single	2	['54569' '59838' '40814' '42516' '98505']	404
405	1965	1	Married	1	['30765' '170582' '64077' '69557' '32250']	405
406	1972	1	Single	0	['5851' '157845' '618' '202973' '217787']	406
407	1971	1	Divorced	1	['109809' '227350' '50578' '80427' '100271']	407
408	1974	1	Together	0	['118628' '41342' '41559' '76617' '6964']	408
409	1963	0	Married	2	['105136' '70695' '13936' '91217' '343880']	409
410	1982	1	Single	0	['24654' '11607' '298664' '144939' '86049']	410
411	1976	0	Married	1	['4182' '259246' '185768' '23423' '24960']	411
412	1955	0	Married	1	['10469' '123366' '54191' '116248' '432789']	412
413	1987	1	Single	0	['362478' '161277' '94725' '30959' '28303']	413
414	1962	0	Together	1	['86751' '35016' '30020' '425488' '83770']	414
415	1943	0	Married	0	['40594' '47100' '55327' '10219' '1491']	415
416	1975	1	Together	0	['265851' '305638' '97610' '288953' '79464']	416
417	1994	0	Together	0	['137174' '132148' '44916' '24134' '428612']	417
418	1981	0	Single	0	['111174' '33202' '28848' '10021' '261246']	418
419	1971	1	Married	1	['55045' '294574' '105133' '32319' '38033']	419
420	1973	1	Married	0	['86084' '2755' '142159' '61495' '57409']	420
421	1983	1	Married	0	['387252' '12855' '14612' '44018' '37091']	421
422	1982	1	Together	0	['83188' '45577' '9620' '71266' '119575']	422
423	1974	0	Married	0	['63146' '68280' '347979' '236417' '94336']	423
424	1941	0	Married	0	['9593' '84326' '260176' '42701' '10004']	424
425	1953	1	Married	2	['850' '87719' '126550' '87018' '2749']	425
426	1986	0	Married	0	['276846' '173912' '9986' '267336' '124042']	426
427	1989	1	Married	0	['482' '60005' '26654' '9960' '82397']	427
428	1989	1	Together	0	['55836' '194089' '572' '32707' '32074']	428
429	1968	0	Married	1	['184061' '10771' '105702' '231562' '89269']	429
430	1961	0	Single	0	['79678' '100540' '115306' '333968' '315841']	430
431	1989	1	Married	0	['93560' '54794' '150218' '48133' '120122']	431
432	1967	1	Together	1	['334028' '9648' '37939' '16432' '115626']	432
433	1964	0	Married	1	['41999' '346469' '37301' '52395' '10173']	433
434	1970	1	Single	0	['41645' '224303' '268272' '61198' '27338']	434
435	1956	0	Together	1	['324259' '57695' '73799' '11411' '26521']	435
436	1966	0	Divorced	1	['74561' '46995' '88863' '11346' '397278']	436
437	1949	0	Widow	1	['353446' '26652' '149190' '83889' '398289']	437
438	1971	1	Married	0	['12647' '42528' '45612' '38809' '82394']	438
439	1986	1	Married	0	['201561' '84328' '103578' '240679' '29040']	439
440	1989	1	Married	0	['96337' '101609' '102541' '84086' '47156']	440
441	1948	0	Married	1	['17912' '439107' '315367' '9445' '36769']	441
442	1946	0	Married	0	['31056' '57190' '39210' '214146' '287877']	442
443	1989	1	Single	0	['14210' '359736' '143973' '89531' '2748']	443
444	1974	0	Married	0	['77728' '354547' '119482' '430514' '1249']	444
445	1959	0	Divorced	0	['42513' '285783' '97035' '81470' '13255']	445
446	1972	1	Divorced	0	['97206' '339533' '145995' '127040' '41970']	446
447	1964	0	Single	0	['127700' '40641' '35712' '38807' '8415']	447
448	1976	1	Married	0	['364810' '13305' '208579' '13477' '196359']	448
449	1953	0	Married	1	['359790' '99648' '100179' '37690' '11702']	449
450	1955	0	Single	1	['15542' '170750' '2055' '398390' '37526']	450
451	1969	0	Married	1	['70917' '40483' '136311' '54075' '13967']	451
452	1971	1	Single	0	['293122' '20521' '44165' '341392' '37257']	452
453	1980	1	Married	1	['44754' '50990' '120729' '59529' '119855']	453
454	1976	0	Married	1	['21393' '159000' '9391' '362886' '35337']	454
455	1972	1	Married	2	['55322' '24676' '224714' '26484' '27768']	455
456	1966	0	Single	0	['31160' '36647' '10680' '19493' '20375']	456
457	1984	1	Married	0	['148753' '18449' '123283' '336211' '37347']	457
458	1952	0	Married	1	['72917' '3635' '172890' '240733' '298028']	458
459	1982	0	Together	0	['35075' '247645' '12662' '326215' '317144']	459
460	1964	0	Married	1	['58526' '118153' '242512' '19099' '86703']	460
461	1949	0	Widow	0	['103734' '10247' '9482' '31561' '20837']	461
462	1958	0	Widow	1	['442087' '68806' '332979' '640' '292795']	462
463	1963	0	Married	0	['416261' '91261' '62347' '861' '37103']	463
464	1975	1	Married	0	['17006' '45232' '86759' '29960' '30855']	464
465	1969	0	Single	0	['385962' '290542' '28580' '133459' '343070']	465
466	1955	0	Together	0	['163053' '5971' '7517' '25649' '62130']	466
467	1970	1	Widow	0	['253295' '18394' '376426' '79218' '4934']	467
468	1951	0	Married	2	['87992' '20651' '11024' '20530' '28528']	468
469	1971	1	Together	0	['24410' '270668' '307' '42157' '67337']	469
470	1975	0	Married	1	['26781' '171908' '175553' '1361' '88126']	470
471	1980	1	Married	0	['43135' '85841' '37695' '44480' '45330']	471
472	1981	1	Together	0	['55505' '31633' '55335' '34703' '116160']	472
473	1978	1	Married	1	['60018' '2617' '74464' '25936' '44625']	473
474	1988	1	Single	0	['38909' '119288' '273167' '10616' '283703']	474
475	1956	0	Married	1	['29886' '11137' '47507' '67276' '103597']	475
476	1972	1	Single	1	['145912' '408151' '29427' '13471' '7014']	476
477	1977	0	Married	1	['226594' '39516' '182129' '11196' '14518']	477
478	1972	0	Married	1	['15664' '151923' '297853' '287169' '53774']	478
479	1977	1	Married	0	['8374' '248706' '29338' '126797' '363479']	479
480	1973	1	Married	0	['448879' '69722' '85014' '176720' '86508']	480
481	1972	1	Divorced	0	['1633' '20720' '402693' '385390' '146381']	481
482	1974	1	Single	0	['221418' '90603' '318052' '183386' '21469']	482
483	1975	0	Married	1	['22727' '36896' '2438' '13477' '139038']	483
484	1960	0	Together	0	['29473' '17172' '102841' '356294' '73492']	484
485	1964	0	Divorced	0	['18381' '58218' '198317' '300690' '74525']	485
486	1976	0	Together	1	['304640' '19850' '10440' '32612' '167874']	486
487	1974	0	Married	1	['33229' '45948' '46814' '29887' '20303']	487
488	1969	1	Married	0	['23395' '38622' '14629' '1492' '102234']	488
489	1952	0	Widow	0	['85336' '41248' '109774' '96106' '27740']	489
490	1958	0	Together	1	['308639' '9036' '71714' '54615' '100568']	490
491	1976	1	Divorced	0	['288122' '125509' '381041' '52406' '198558']	491
492	1955	0	Together	0	['15867' '168031' '34941' '338729' '49004']	492
493	1964	0	Single	1	['216369' '45528' '60236' '31122' '332872']	493
494	1944	0	Divorced	0	['86269' '13006' '18988' '54241' '198240']	494
495	1962	0	Divorced	1	['380' '1267' '16226' '408140' '72823']	495
496	1978	0	Divorced	1	['392891' '182768' '38203' '45882' '179235']	496
497	1971	0	Together	1	['20879' '14064' '277270' '129432' '144351']	497
498	1949	0	Together	1	['284053' '116463' '127148' '209406' '69119']	498
499	1944	0	Married	0	['68861' '37451' '78224' '325140' '19672']	499
500	1950	1	Together	1	['105593' '376263' '13012' '154623' '43353']	500
501	1961	0	Together	1	['313179' '21554' '208028' '36523' '266249']	501
502	1990	0	Married	0	['111457' '61501' '34530' '15182' '86252']	502
503	1985	1	Married	0	['183119' '13937' '423078' '55536' '43592']	503
504	1956	0	Together	1	['36769' '33379' '235450' '43392' '78174']	504
505	1953	0	Widow	0	['52451' '401408' '135598' '104485' '324279']	505
506	1976	0	Married	1	['30203' '22059' '44762' '5065' '87022']	506
507	1989	0	Single	0	['46615' '149336' '175791' '36797' '98205']	507
508	1992	0	Married	0	['416390' '293262' '24248' '11526' '153196']	508
509	1959	0	Divorced	1	['116231' '88264' '31304' '382079' '181083']	509
510	1981	1	Together	0	['85511' '24248' '106136' '11232' '335796']	510
511	1979	0	Single	1	['36491' '68981' '77765' '86792' '10654']	511
512	1964	0	Married	2	['15654' '376003' '35927' '112882' '216876']	512
513	1959	0	Together	0	['35343' '4822' '207766' '1661' '40649']	513
514	1946	0	Together	1	['128104' '47060' '28273' '33708' '225574']	514
515	1975	0	Single	0	['11013' '21876' '18150' '412120' '237718']	515
516	1961	1	Married	1	['42377' '4926' '170368' '284286' '221527']	516
517	1990	1	Single	0	['44946' '197276' '46740' '16659' '117038']	517
518	1959	0	Together	0	['98532' '66111' '271484' '23097' '440708']	518
519	1944	0	Married	0	['17600' '70965' '367999' '59996' '84711']	519
520	1965	1	Divorced	1	['13920' '82321' '132540' '322400' '150191']	520
521	1987	0	Single	0	['326198' '333123' '50461' '38601' '279687']	521
522	1991	0	Married	0	['8204' '39197' '43449' '26791' '199818']	522
523	1953	0	Married	0	['27618' '60505' '16727' '12498' '214676']	523
524	1987	1	Married	0	['260535' '55741' '133684' '157058' '19084']	524
525	1986	1	Married	0	['40480' '118155' '6945' '84303' '52485']	525
526	1958	0	Together	0	['83052' '99343' '98886' '254128' '37563']	526
527	1977	0	Married	0	['62330' '278269' '8899' '292483' '405670']	527
528	1964	0	Single	0	['8882' '92586' '87492' '109122' '125891']	528
529	1960	1	Married	1	['84601' '355177' '14441' '84274' '67794']	529
530	1975	0	Widow	1	['138665' '15559' '21132' '19119' '144792']	530
531	1969	0	Single	1	['79156' '71508' '1809' '262169' '33255']	531
532	1977	1	Together	1	['110989' '264569' '46228' '45377' '231304']	532
533	1962	1	Married	1	['87621' '77645' '40219' '42469' '116514']	533
534	1982	1	Single	0	['260928' '160704' '412093' '214215' '12493']	534
535	1951	0	Together	1	['33704' '40522' '68737' '69495' '225403']	535
536	1967	0	Together	1	['80941' '106268' '392067' '11630' '158413']	536
537	1967	0	Divorced	0	['47576' '333106' '61852' '56329' '72843']	537
538	1952	0	Together	1	['300441' '71668' '343284' '47405' '220500']	538
539	1981	1	Single	0	['9286' '57627' '112947' '703' '121992']	539
540	1977	1	Together	0	['85793' '67314' '8904' '335866' '81318']	540
541	1969	0	Widow	1	['20595' '202722' '13495' '301671' '32003']	541
542	1984	1	Single	0	['37087' '186584' '20305' '411012' '11428']	542
543	1982	0	Married	0	['218508' '87788' '50425' '43362' '11282']	543
544	1976	0	Together	1	['81828' '36513' '54597' '74558' '113271']	544
545	1990	1	Married	0	['40748' '47680' '70648' '51735' '24961']	545
546	1964	0	Widow	0	['440266' '15357' '157827' '367882' '71622']	546
547	1980	1	Married	0	['266563' '146015' '25047' '35227' '126278']	547
548	1968	1	Married	1	['1850' '8699' '253476' '271331' '105586']	548
549	1973	1	Married	1	['46661' '2438' '31624' '116345' '81464']	549
550	1963	1	Single	1	['31362' '12429' '158967' '126043' '139846']	550
551	1989	1	Single	0	['142159' '44656' '187790' '10253' '2981']	551
552	1971	0	Single	1	['20324' '273153' '10218' '209403' '53035']	552
553	1963	0	Married	0	['2202' '340119' '225760' '36401' '159128']	553
554	1949	0	Married	0	['208182' '16157' '377985' '55368' '291731']	554
555	1952	1	Together	1	['21988' '25738' '1542' '24986' '53975']	555
556	1978	1	Single	0	['2990' '42418' '236808' '28018' '184346']	556
557	1982	0	Married	0	['32911' '9495' '12281' '47957' '125537']	557
558	1970	0	Married	0	['345913' '24775' '154073' '11932' '109441']	558
559	1959	0	Together	1	['88573' '50076' '32638' '20558' '3026']	559
560	1978	1	Married	0	['57654' '47488' '105915' '72103' '61361']	560
561	1980	0	Single	0	['10626' '84944' '12100' '346808' '18392']	561
562	1971	0	Together	1	['15712' '24077' '60236' '59558' '84085']	562
563	1970	0	Married	1	['16783' '304640' '10197' '59735' '90957']	563
564	1963	0	Divorced	1	['116340' '110001' '10316' '39227' '128201']	564
565	1950	0	Together	1	['28131' '182246' '37665' '173385' '62185']	565
566	1962	0	Single	1	['41030' '320433' '24748' '10381' '295799']	566
567	1951	1	Together	1	['39001' '14022' '97942' '397981' '242737']	567
568	1979	0	Single	1	['206042' '122372' '47825' '11916' '37818']	568
569	1970	1	Together	1	['4202' '25898' '260352' '59558' '8398']	569
570	1974	0	Married	1	['38842' '26138' '134688' '298432' '348025']	570
571	1968	1	Married	1	['21137' '254005' '21132' '417830' '238529']	571
572	1978	1	Single	0	['13279' '24249' '31073' '29694' '405656']	572
573	1970	0	Together	1	['172259' '31983' '25532' '132122' '144111']	573
574	1981	1	Married	0	['31522' '65898' '97361' '61672' '245394']	574
575	1977	0	Married	1	['199198' '241554' '242621' '85708' '50656']	575
576	1968	1	Married	1	['10759' '10951' '51059' '169883' '90603']	576
577	1970	1	Married	1	['10030' '36692' '184710' '21137' '61303']	577
578	1966	1	Together	1	['2134' '21231' '53864' '26600' '202241']	578
579	1956	1	Together	1	['13698' '179805' '239513' '261103' '133108']	579
580	1974	1	Married	1	['137698' '132141' '119283' '167101' '134477']	580
581	1951	0	Together	1	['339992' '14820' '9100' '8677' '23022']	581
582	1967	1	Together	1	['43410' '146315' '265394' '37938' '316885']	582
583	1951	0	Married	0	['2694' '3041' '140174' '82501' '40004']	583
584	1983	1	Together	0	['70585' '370203' '63848' '14772' '413052']	584
585	1971	1	Together	1	['49730' '9787' '47432' '88937' '256907']	585
586	1955	0	Widow	0	['222370' '77314' '77930' '97449' '352161']	586
587	1961	0	Married	1	['17590' '64525' '271706' '15171' '43981']	587
588	1955	0	Together	1	['354150' '89065' '62976' '9026' '29859']	588
589	1959	0	Together	0	['84303' '253959' '355277' '249368' '216541']	589
590	1984	1	Single	0	['222454' '24777' '15478' '152795' '34683']	590
591	1975	0	Married	0	['121250' '49717' '339397' '304375' '11950']	591
592	1965	0	Single	0	['82341' '345888' '362268' '39327' '458808']	592
593	1977	1	Together	0	['310133' '206183' '85814' '147829' '16229']	593
594	1972	0	Married	0	['65787' '108586' '148357' '32546' '10190']	594
595	1975	1	Together	0	['40205' '49001' '29328' '14968' '100110']	595
596	1969	1	Divorced	0	['292834' '25672' '114146' '23382' '168485']	596
597	1969	1	Married	1	['16769' '161337' '32263' '42298' '46817']	597
598	1978	1	Married	0	['62276' '108322' '82327' '10575' '243938']	598
599	1981	1	Together	0	['255391' '1103' '113520' '77931' '71145']	599
600	1961	0	Single	1	['36328' '15005' '13792' '394269' '8645']	600
601	1960	0	Together	1	['21741' '432364' '17097' '44781' '29586']	601
602	1955	0	Single	0	['37975' '59570' '10293' '28466' '66485']	602
603	1948	0	Married	2	['362243' '67025' '363969' '966' '75506']	603
604	1966	1	Together	1	['32630' '22460' '30579' '97353' '37534']	604
605	1986	1	Single	0	['53187' '24440' '22717' '190946' '16296']	605
606	1973	0	Widow	1	['204128' '14310' '25645' '51334' '32588']	606
607	1956	2	Divorced	1	['262522' '72203' '414977' '88338' '215407']	607
608	1975	0	Married	1	['123261' '12658' '332979' '45945' '46828']	608
609	1965	0	Married	0	['16219' '4025' '13699' '25834' '61686']	609
610	1969	0	Single	0	['64835' '113833' '252063' '22707' '101852']	610
611	1944	0	Widow	0	['9078' '31037' '2924' '48205' '275657']	611
612	1973	1	Married	0	['1678' '279984' '220029' '57400' '363676']	612
613	1967	2	Married	1	['33630' '150249' '14686' '110901' '236017']	613
614	1969	0	Single	0	['241562' '192132' '16576' '198600' '77128']	614
615	1974	1	Married	1	['42200' '30162' '276908' '32159' '1124']	615
616	1965	2	Single	1	['15587' '86732' '71744' '113843' '25563']	616
617	1976	1	Together	1	['37501' '196469' '55553' '47559' '53161']	617
618	1978	1	Widow	1	['10797' '26990' '16447' '50779' '8512']	618
619	1960	0	Married	1	['46451' '78293' '23628' '125769' '42238']	619
620	1961	0	Married	1	['433082' '85429' '232034' '51649' '62852']	620
621	1971	0	Single	0	['48227' '24939' '248833' '34614' '208869']	621
622	1949	0	Widow	0	['14900' '215928' '24999' '79331' '29702']	622
623	1978	1	Single	0	['75132' '117800' '56853' '90019' '312138']	623
624	1955	0	Married	0	['272875' '381044' '59357' '74852' '128899']	624
625	1976	1	Married	0	['45094' '418585' '12145' '86262' '159701']	625
626	1975	0	Single	1	['130750' '177216' '55710' '132128' '158920']	626
627	1960	0	Together	1	['34942' '371942' '49834' '29512' '12497']	627
628	1977	1	Divorced	1	['94803' '28585' '54198' '104360' '244331']	628
629	1977	1	Single	0	['188066' '324181' '15764' '177888' '26488']	629
630	1970	1	Married	0	['149043' '13415' '362844' '157301' '88320']	630
631	1958	0	Together	0	['8224' '6058' '52333' '42569' '77074']	631
632	1970	0	Married	1	['28275' '15581' '27297' '313369' '345139']	632
633	1960	0	Single	0	['27957' '12205' '4255' '57100' '284270']	633
634	1973	0	Single	0	['226001' '38057' '21753' '14671' '108003']	634
635	1962	2	Divorced	1	['55146' '10597' '112072' '38349' '14904']	635
636	1952	0	Single	0	['83727' '63702' '64076' '173847' '57644']	636
637	1962	0	Married	1	['433082' '49099' '79842' '168361' '3486']	637
638	1950	0	Divorced	1	['9433' '195589' '1480' '17129' '381737']	638
639	1971	0	Married	1	['11713' '197788' '334394' '11137' '347757']	639
640	1960	0	Together	1	['297596' '49907' '43886' '185564' '63398']	640
641	1948	0	Together	0	['39310' '85611' '45967' '36983' '56511']	641
642	1959	0	Divorced	1	['20941' '116377' '410126' '374247' '168647']	642
643	1964	0	Single	1	['30839' '338273' '200713' '26689' '36922']	643
644	1947	0	Together	0	['38931' '86271' '162383' '136842' '240491']	644
645	1971	1	Married	1	['25625' '114096' '356167' '9295' '31246']	645
646	1970	0	Together	0	['30506' '64577' '37005' '40080' '57277']	646
647	1970	1	Divorced	0	['11983' '27277' '288146' '69495' '70449']	647
648	1977	0	Married	1	['41371' '9953' '1901' '15805' '60531']	648
649	1958	0	Together	1	['59423' '21921' '228245' '21481' '345637']	649
650	1960	0	Single	0	['23527' '12626' '462' '81537' '201643']	650
651	1985	1	Together	0	['128866' '422472' '260397' '34601' '48734']	651
652	1974	0	Married	1	['179308' '180399' '130278' '1957' '242310']	652
653	1950	0	Together	1	['13016' '345727' '300945' '2817' '36949']	653
654	1955	0	Divorced	1	['62804' '81115' '177790' '161277' '39806']	654
655	1975	0	Divorced	0	['189364' '44214' '47655' '173805' '96648']	655
656	1953	0	Together	1	['118204' '9910' '45840' '38120' '451']	656
657	1958	0	Together	0	['209262' '271331' '222461' '914' '113175']	657
658	1947	0	Together	1	['288130' '43040' '120457' '7345' '20859']	658
659	1966	1	Single	2	['2125' '265982' '16430' '1639' '66590']	659
660	1963	0	Together	1	['54857' '64042' '43451' '378570' '277622']	660
661	1985	1	Married	0	['445602' '38670' '42832' '22160' '125123']	661
662	1975	0	Widow	1	['201749' '173189' '5996' '77571' '336206']	662
663	1980	0	Married	0	['100292' '45221' '27182' '178447' '73740']	663
664	1956	0	Together	0	['40785' '81179' '901' '67612' '51052']	664
665	1959	0	Married	0	['207475' '86305' '67307' '381045' '11485']	665
666	1974	0	Together	1	['316021' '55154' '59241' '120694' '204349']	666
667	1987	1	Single	0	['15542' '357313' '11905' '121738' '31821']	667
668	1968	1	Married	0	['168235' '58062' '31578' '230031' '128311']	668
669	1971	1	Married	1	['28652' '22165' '42231' '24150' '11071']	669
670	1964	0	Married	1	['193177' '85834' '293270' '60287' '152797']	670
671	1962	0	Single	2	['191718' '43176' '43594' '168976' '14552']	671
672	1970	0	Widow	1	['9411' '371465' '45765' '95808' '31556']	672
673	1980	0	Married	1	['96600' '315669' '69166' '13336' '12475']	673
674	1975	0	Single	1	['33638' '9935' '17367' '5889' '9963']	674
675	1974	2	Married	0	['46773' '144436' '9416' '43116' '42593']	675
676	1963	0	Married	1	['65296' '36686' '81219' '21489' '265193']	676
677	1979	0	Single	0	['73881' '53905' '21555' '10387' '361758']	677
678	1985	1	Married	0	['19993' '22398' '30665' '21356' '14785']	678
679	1980	0	Single	0	['93072' '43865' '67693' '179538' '13151']	679
680	1963	0	Divorced	1	['151138' '17979' '27805' '185744' '33115']	680
681	1967	0	Divorced	0	['431' '1049' '214735' '348689' '171902']	681
682	1982	0	Together	0	['105404' '71506' '348499' '36947' '22504']	682
683	1955	0	Together	1	['208333' '314837' '280459' '22857' '27236']	683
684	1967	0	Together	0	['5652' '14202' '40470' '38461' '46808']	684
685	1976	0	Divorced	1	['162442' '49935' '62422' '412205' '6691']	685
686	1972	0	Single	0	['11654' '12606' '447061' '389854' '15006']	686
687	1982	0	Married	0	['8073' '105548' '79919' '20033' '10015']	687
688	1989	0	Together	0	['47182' '32048' '96167' '95493' '34065']	688
689	1969	0	Together	0	['42635' '72985' '79118' '43317' '12198']	689
690	1960	0	Divorced	1	['68701' '11065' '41936' '12403' '11260']	690
691	1970	0	Single	0	['356326' '320004' '138038' '74945' '218221']	691
692	1958	0	Together	1	['14284' '96011' '431490' '97038' '769']	692
693	1952	0	Together	0	['34170' '188927' '20880' '82447' '9535']	693
694	1949	1	Widow	1	['8852' '66775' '233880' '336313' '20413']	694
695	1961	0	Married	2	['325189' '16154' '123295' '188588' '198308']	695
696	1995	0	Single	0	['58098' '56759' '101289' '49379' '52277']	696
697	1949	1	Single	1	['324263' '56338' '21786' '273848' '64278']	697
698	1961	0	Single	0	['361340' '54982' '74395' '37146' '84730']	698
699	1960	0	Together	0	['78177' '205557' '141955' '238442' '147307']	699
700	1973	0	Divorced	1	['377447' '34847' '21578' '206487' '102862']	700
701	1978	2	Married	0	['264553' '12495' '77586' '56959' '28907']	701
702	1978	0	Divorced	1	['30034' '34836' '359784' '174309' '205891']	702
703	1988	0	Single	0	['16888' '69428' '9513' '27730' '173962']	703
704	1968	1	Divorced	0	['61436' '194113' '251544' '11643' '149708']	704
705	1986	1	Married	0	['288916' '44059' '163907' '188684' '14655']	705
706	1970	1	Divorced	0	['52710' '54195' '47868' '120249' '64567']	706
707	1951	0	Divorced	1	['15603' '46119' '40715' '58306' '45708']	707
708	1948	0	Together	1	['141063' '39407' '76875' '154397' '148033']	708
709	1971	1	Married	0	['16432' '39371' '165534' '146490' '117058']	709
710	1986	1	Married	0	['78734' '166904' '77458' '281298' '11053']	710
711	1965	0	Single	1	['84187' '31652' '253304' '37573' '2608']	711
712	1975	1	Single	0	['53410' '63665' '353921' '159203' '21240']	712
713	1953	0	Together	0	['13171' '377278' '77650' '1555' '2197']	713
714	1982	1	Together	0	['4657' '98370' '306207' '126238' '19119']	714
715	1975	0	Married	0	['9838' '110779' '93091' '177580' '59178']	715
716	1960	0	Divorced	0	['59802' '154793' '286267' '36834' '115442']	716
717	1978	1	Together	0	['1594' '13372' '571' '89750' '133788']	717
718	1970	0	Divorced	1	['29507' '36407' '80754' '41943' '141803']	718
719	1958	1	Single	1	['130694' '660' '9604' '87852' '218393']	719
720	1965	0	Married	1	['81242' '249347' '105678' '336736' '47855']	720
721	1954	0	Married	0	['14887' '81672' '150273' '3023' '51955']	721
722	1984	1	Married	0	['252385' '28671' '42552' '402976' '242441']	722
723	1965	0	Married	0	['88018' '26111' '41277' '50553' '354534']	723
724	1976	1	Married	0	['9460' '64850' '77787' '9421' '293901']	724
725	1966	0	Married	1	['547' '268536' '74753' '37309' '101965']	725
726	1955	0	Married	0	['163428' '257521' '213845' '33321' '49502']	726
727	1976	0	Divorced	0	['107239' '79378' '98857' '64689' '127808']	727
728	1965	2	Married	1	['75074' '313867' '12107' '11533' '73941']	728
729	1991	0	Together	0	['9507' '243526' '196032' '891' '2887']	729
730	1949	1	Divorced	1	['70026' '273899' '84351' '1568' '293830']	730
731	1953	1	Together	1	['42983' '2172' '212622' '174754' '156141']	731
732	1978	1	Married	1	['65595' '250434' '19723' '338766' '28257']	732
733	1948	1	Divorced	2	['40249' '27578' '59423' '8873' '22066']	733
734	1973	1	Divorced	1	['206145' '9905' '211166' '31450' '9679']	734
735	1949	0	Married	0	['80384' '27017' '23898' '383121' '295823']	735
736	1973	0	Married	1	['211711' '9035' '58258' '24225' '255869']	736
737	1952	0	Together	1	['37047' '153795' '42212' '245072' '106280']	737
738	1989	1	Married	0	['79730' '50023' '25407' '16201' '66812']	738
739	1969	0	Together	1	['41235' '2004' '214219' '42565' '205798']	739
740	1953	0	Single	1	['41233' '226448' '8842' '42362' '35651']	740
741	1956	1	Together	1	['353979' '46360' '1691' '127475' '188392']	741
742	1950	1	Single	2	['37925' '37232' '81048' '374609' '93215']	742
743	1978	1	Together	0	['411024' '41225' '49370' '241771' '339367']	743
744	1964	0	Married	0	['24626' '120729' '881' '97024' '42250']	744
745	1952	0	Together	0	['113215' '44191' '310121' '27916' '29054']	745
746	1975	1	Married	0	['247691' '321039' '338803' '40952' '330171']	746
747	1995	0	Single	0	['13259' '152992' '60363' '1716' '430419']	747
748	1970	1	Single	0	['5137' '11317' '36657' '118145' '12113']	748
749	1954	0	Married	0	['52561' '115276' '10093' '10654' '141476']	749
750	1972	0	Together	0	['24548' '117500' '106938' '284564' '11174']	750
751	1958	0	Together	1	['29333' '65496' '13221' '326723' '261207']	751
752	1975	0	Widow	1	['83834' '95874' '20548' '65506' '322039']	752
753	1969	0	Married	0	['28101' '42862' '173192' '2604' '65851']	753
754	1979	0	Together	0	['284870' '15011' '32929' '20242' '42786']	754
755	1978	0	Together	0	['23338' '46888' '13137' '352498' '14547']	755
756	1972	0	Together	1	['142757' '131815' '58414' '215993' '29365']	756
757	1964	0	Married	1	['207932' '38120' '123763' '140814' '14174']	757
758	1979	1	Married	0	['403357' '136735' '187447' '36143' '25783']	758
759	1959	0	Married	1	['299780' '55157' '173327' '11821' '284841']	759
760	1981	1	Married	0	['10945' '31276' '61016' '169782' '60152']	760
761	1967	1	Single	1	['5923' '217787' '262009' '100888' '261207']	761
762	1988	0	Married	0	['70800' '49017' '440' '24260' '51736']	762
763	1978	1	Single	0	['142168' '323688' '175983' '42702' '46147']	763
764	1952	0	Single	0	['222413' '34836' '1649' '286402' '9956']	764
765	1955	0	Married	1	['14460' '65326' '50231' '10349' '369524']	765
766	1977	0	Married	0	['17821' '158519' '14301' '413806' '9022']	766
767	1987	0	Together	0	['200813' '9603' '2189' '139215' '47724']	767
768	1965	0	Married	1	['63681' '65058' '200016' '187156' '80592']	768
769	1956	0	Married	1	['126597' '42566' '62896' '216919' '208134']	769
770	1979	0	Married	1	['139467' '25512' '149946' '14630' '31295']	770
771	1951	0	Married	0	['13257' '28538' '84204' '1360' '42881']	771
772	1965	1	Single	1	['26962' '361261' '1648' '21873' '217587']	772
773	1972	1	Married	1	['27095' '210126' '47011' '19846' '12612']	773
774	1957	0	Together	1	['71809' '158967' '254721' '38618' '93041']	774
775	1953	1	Together	1	['218212' '261684' '162818' '30874' '84420']	775
776	1965	0	Single	1	['171698' '241848' '330152' '44900' '133715']	776
777	1958	0	Together	0	['26561' '374883' '332270' '246417' '12447']	777
778	1955	1	Single	1	['38138' '105561' '173488' '90968' '6967']	778
779	1971	0	Single	1	['366324' '9566' '99879' '97340' '248559']	779
780	1974	0	Single	0	['63291' '12818' '240881' '382598' '36377']	780
781	1976	1	Together	1	['79161' '241843' '297063' '103122' '283703']	781
782	1970	1	Single	0	['30072' '10247' '166822' '37467' '43890']	782
783	1972	1	Married	0	['4147' '96089' '405325' '15469' '34334']	783
784	1972	1	Together	0	['293452' '103215' '350849' '69168' '141640']	784
785	1986	1	Married	0	['74545' '34179' '57778' '19829' '343843']	785
786	1960	1	Together	1	['6078' '104301' '163366' '31662' '18098']	786
787	1968	0	Divorced	1	['18508' '72560' '40043' '106515' '52418']	787
788	1978	1	Married	0	['159569' '27881' '134096' '73818' '8074']	788
789	1976	0	Divorced	1	['393079' '32930' '17455' '429524' '86413']	789
790	1945	0	Together	0	['158942' '60948' '118640' '232711' '8769']	790
791	1957	0	Married	0	['81556' '36040' '19644' '779' '3026']	791
